JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454343.36319,3.6,,,Vis.,CAI,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454343.42882,3.65,,,Vis.,GFT,,34,37,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454343.6007,3.7,,,Vis.,BGZ,A,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454343.642,4.0,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454343.6965,3.6,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454343.7917,3.7,,,Vis.,SDF,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454344.383,3.8,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454344.3868,3.6,,,Vis.,GGC,,32,38,AAVSO,3.2 5 V 2 3.8,0,,V,,,,ETA AQL,,STD,,,,
2454344.39167,3.7,,,Vis.,RJG,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454344.39792,3.7,,,Vis.,CAI,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454344.4118,3.9,,,Vis.,CME,UB,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454344.558,4.1,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454344.6160,3.5,,,Vis.,BGZ,A,34,37,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454345.34,3.9,,,Vis.,VVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2454345.35451,3.85,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454345.3611,4.0,,,Vis.,LMT,UMT,37,44,ATLAS,NAKED EYE,0,,V,,,,ETA AQL,,STD,,,,
2454345.4160,4.0,,,Vis.,CME,B,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454345.41667,4.0,,,Vis.,RJG,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454345.42014,4.1,,,Vis.,CAI,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454345.5264,4.2,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454345.554,4.2,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454345.5958,3.8,,,Vis.,BGZ,A,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454345.73750,4.2,,,Vis.,SYP,BKM,35,44,non-AAVSO ,,0,,V,,,,ETA AQL,,STD,,,,
2454345.7917,3.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454346.3047,4.0,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454346.30938,3.9,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454346.33681,4.14,,,Vis.,VVE,J,DELAql,IOTAql,none,,0,,V,,,,ETA AQL,,STD,,,,
2454346.3417,4.1,,,Vis.,GGC,,38,44,AAVSO,3.9 4 V 4 4.4,0,,V,,,,ETA AQL,,STD,,,,
2454346.3618,4.1,,,Vis.,SYI,TO,37,44,,ETA AQL = 4.14 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454346.3889,4.1,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454346.45625,4.0,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454346.45903,4.0,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454346.5208,4.4,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454346.565,4.4,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454346.57708,4.3,,,Vis.,MHI,,37,44,OTERO,,,,V,,,,ETA AQL,,STD,,,,
2454346.6153,3.9,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454346.7917,4.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454347.4,3.8,,,Vis.,LMF,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454347.41389,4.4,,,Vis.,RJG,,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454347.417,4.3,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454347.41875,4.5,,,Vis.,CAI,,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454347.5208,4.6,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454347.5826,4.0,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454347.583,4.5,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454347.76756,4.3,,,Vis.,SYP,KM,35,44,non-AAVSO ,,0,,V,,,,ETA AQL,,STD,,,,
2454347.7917,4.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454348.30868,3.8,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454348.3375,3.6,,,Vis.,GGC,,32,38,AAVSO,3.2 5 V 3 3.8,0,,V,,,,ETA AQL,,STD,,,,
2454348.3604,4.0,,,Vis.,CME,W,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454348.372,3.9,,,Vis.,VVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2454348.39583,4.0,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454348.4,4.0,,,Vis.,LMF,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454348.40417,4.0,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454348.4042,3.9,,,Vis.,MKW,,32,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454348.5674,4.1,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454348.5847,4.0,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454348.596,4.2,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454348.6535,3.6,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454348.7917,3.7,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454349.30729,3.6,,,Vis.,GFT,,34,37,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454349.3264,3.5,,,Vis.,GGC,,32,38,AAVSO,3.2 3 V 4 3.8,0,,V,,,,ETA AQL,,STD,,,,
2454349.3785,3.5,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454349.38958,3.7,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454349.40833,3.4,,,Vis.,GFT,,34,,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454349.42569,3.6,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454349.611,3.6,,,Vis.,WI,,32,37,A,,0,,V,,,,ETA AQL,,STD,,,,
2454350.30278,3.65,,,Vis.,GFT,,34,37,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454350.37569,3.7,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454350.37639,3.7,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454350.3903,3.8,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454350.40139,3.6,,,Vis.,GFT,,34,37,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454350.458,3.8,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454350.5299,3.9,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454350.57153,3.9,,,Vis.,MHI,,37,44,OTERO,,,,V,,,,ETA AQL,,STD,,,,
2454350.610,3.8,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454350.6750,3.6,,,Vis.,AAP,A,34,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454350.76314,4.4,,,Vis.,SYP,KU,35,44,Non-AAVSO ,,0,,V,,,,ETA AQL,,STD,,,,
2454350.7917,4.1,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454351.348,3.7,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454351.4000,4.0,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454351.40625,3.6,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454351.41042,3.6,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454351.5319,4.0,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454351.660,4.0,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454351.7111,3.8,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454352.3479,3.5,,,Vis.,GGC,,32,38,AAVSO,3.2 5 V 4 3.8,0,,V,,,,ETA AQL,,STD,,,,
2454352.4292,4.0,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454352.6,4.4,,,Vis.,LNZ,,34,44,97,,0,,V,,,,ETA AQL,,STD,,,,
2454352.7229,4.1,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454353.30069,4.0,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454353.4,3.9,,,Vis.,LMF,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454353.617,4.4,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454354.3208,4.1,,,Vis.,BSR,A,34,44,,,,,V,,,,ETA AQL,,STD,,,,
2454354.345,4.2,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454354.3813,4.2,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454354.44444,4.0,,,Vis.,RJG,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454354.44653,4.2,,,Vis.,CAI,U,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454354.7389,4.1,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454354.7917,4.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454355.3511,4.1,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454355.39861,4.2,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454355.40139,4.2,,,Vis.,CAI,,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454355.40625,4.2,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454355.5882,3.8,,,Vis.,BGZ,A,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454355.592,4.3,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454356.351,3.7,,,Vis.,VVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2454356.36528,3.7,,,Vis.,RJG,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454356.37014,3.7,,,Vis.,CAI,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454356.38056,3.8,,,Vis.,VUG,BHK,336,436,SPA/VSS/,,0,,V,,,,ETA AQL,,STD,,,,
2454356.3840,3.5,,,Vis.,CME,U,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454356.5132,3.3,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454356.5674,3.6,,,Vis.,BGZ,A,34,37,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454356.60694,3.5,,,Vis.,MHI,,34,37,OTERO,,,,V,,,,ETA AQL,,STD,,,,
2454356.613,3.6,,,Vis.,WI,,36,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454356.6785,3.6,,,Vis.,AAP,A,34,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454357.2816,3.5,,,Vis.,DAT,,TYC0469-06227,TYC0493-03355,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454357.331,3.7,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454357.33472,3.7,,,Vis.,SSW,T,336,372,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454357.3389,3.8,,,Vis.,MKW,,32,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454357.38194,3.7,,,Vis.,GFT,,37,,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454357.39097,3.7,,,Vis.,VUG,BK,321,436,SPA/VSS/,,0,,V,,,,ETA AQL,,STD,,,,
2454357.45903,3.5,,,Vis.,RJG,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454357.46181,3.6,,,Vis.,CAI,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454357.5292,3.7,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454357.5819,3.5,,,Vis.,BGZ,A,34,37,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454357.633,3.8,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454357.6701,3.7,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454357.7917,3.7,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454358.328,3.9,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454358.34375,3.85,,,Vis.,SSW,T,372,433,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454358.42431,3.8,,,Vis.,RJG,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454358.42569,4.0,,,Vis.,CAI,H,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454358.5313,3.9,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454358.554,4.0,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454358.5632,3.8,,,Vis.,BGZ,A,34,37,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454358.7188,3.9,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454358.7917,3.9,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454359.2964,3.7,,,Vis.,DAT,,TYC0493-03355,,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454359.31319,3.75,,,Vis.,GFT,,37,40,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454359.373,3.9,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454359.42639,4.0,,,Vis.,RJG,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454359.42986,4.1,,,Vis.,CAI,,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454359.5083,4.0,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454359.538,4.2,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454359.5875,3.9,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454359.6,4.5,,,Vis.,LNZ,,34,44,97,,0,,V,,,,ETA AQL,,STD,,,,
2454359.6729,4.1,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454360.2869,4.0,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454360.29444,4.1,,,Vis.,SSW,,372,433,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454360.3056,4.0,,,Vis.,KJP,,TYC0493-03355-1,TYC5144-03103-1,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454360.3208,4.0,,,Vis.,LMT,BT,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454360.32917,4.3,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454360.3458,4.1,,,Vis.,SYI,TO,37,44,,ETA AQL = 4.11 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454360.35208,4.2,,,Vis.,VUG,BHK,372,467,SPA/VSS/,,0,,V,,,,ETA AQL,,STD,,,,
2454360.392,4.2,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454360.5028,4.1,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454360.5951,4.1,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454360.610,4.3,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454360.7917,4.4,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454361.3042,4.5,,,Vis.,REP,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454361.34653,4.25,,,Vis.,SSW,T,372,433,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454361.36181,4.5,,,Vis.,RJG,U,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454361.36458,4.6,,,Vis.,CAI,U,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454361.3931,4.2,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454361.425,4.2,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454361.5014,4.2,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454361.5875,4.0,,,Vis.,BGZ,A,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454361.629,4.4,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454361.6701,4.2,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454361.7917,4.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454362.3389,4.3,,,Vis.,REP,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454362.38333,4.3,,,Vis.,RJG,,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454362.38611,4.4,,,Vis.,CAI,,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454362.4063,4.1,,,Vis.,CME,W,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454362.5222,4.2,,,Vis.,CGF,,3.4,4.4,A,,0,,V,,,,ETA AQL,,STD,,,,
2454362.567,4.4,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454362.5868,3.9,,,Vis.,BGZ,A,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454362.6688,4.0,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454362.7917,4.5,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454363.30208,3.85,,,Vis.,SSW,T,372,433,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454363.3778,3.9,,,Vis.,CME,,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454363.3907,3.7,,,Vis.,DAT,,TYC0493-03355,,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454363.5236,3.7,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454363.5792,3.7,,,Vis.,BGZ,A,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454363.6514,3.5,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454363.658,3.6,,,Vis.,WI,,32,37,A,,0,,V,,,,ETA AQL,,STD,,,,
2454364.2639,3.8,,,Vis.,MKW,,32,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454364.2986,3.5,,,Vis.,LMT,HT,34,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454364.3822,3.5,,,Vis.,DAT,,TYC0469-06227,TYC0493-03355,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454364.41736,3.6,,,Vis.,RJG,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454364.42153,3.8,,,Vis.,CAI,U,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454364.567,3.8,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454364.5688,3.9,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454364.5799,3.6,,,Vis.,BGZ,A M,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454365.3111,3.8,,,Vis.,SYI,TO,37,44,,ETA AQL = 3.83 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454365.40556,3.7,,,Vis.,RJG,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454365.40764,3.7,,,Vis.,CAI,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454365.42,3.9,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454365.5153,4.0,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454366.2590,3.9,,,Vis.,REP,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454366.31319,3.85,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454366.3557,3.9,,,Vis.,DAT,,TYC0493-03355,TYC5144-03103,K,,,,Z,,,,ETA AQL,AAVSO,STD,,,,
2454366.5222,4.0,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454366.5472,3.5,,,Vis.,BGZ,A M,34,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454366.588,4.1,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454367.2722,4.2,,,Vis.,REP,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454367.2819,4.0,,,Vis.,SYI,TO,37,44,,ETA AQL = 4.01 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454367.29306,4.15,,,Vis.,GFT,,37,44,FOGLIA,,0,,V,,,,ETA AQL,AFOEV,STD,,,,
2454367.5903,3.8,,,Vis.,BGZ,A M,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454367.627,4.2,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454367.6833,3.9,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454368.3333,4.2,,,Vis.,SYI,TO,37,44,,ETA AQL = 4.23 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454368.38194,4.5,,,Vis.,RJG,M,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454368.38403,4.6,,,Vis.,CAI,M,41,49,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454368.5146,4.5,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454368.533,4.4,,,Vis.,WI,,44,45,A,,0,,V,,,,ETA AQL,,STD,,,,
2454368.5889,4.0,,,Vis.,BGZ,A M,37,44,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454368.61111,4.4,,,Vis.,MHI,,37,44,OTERO,,,,V,,,,ETA AQL,,STD,,,,
2454369.3486,4.1,,,Vis.,SYI,TO,37,44,,ETA AQL = 4.09 MAG,0,,V,,,,ETA AQL,,STD,,,,
2454369.39444,4.1,,,Vis.,RJG,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454369.39653,4.0,,,Vis.,CAI,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454369.5000,4.6,,,Vis.,CGF,,44,47,A,,0,,V,,,,ETA AQL,,STD,,,,
2454370.37,4.0,,,Vis.,TLA,,,,SPA,NE,,,U,,,,ETA AQL,BAA-VSS,STD,,,,BAAVSS
2454370.41667,3.8,,,Vis.,RJG,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454370.41875,3.8,,,Vis.,CAI,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454370.6708,3.9,,,Vis.,AAP,A,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454370.7917,3.7,,,Vis.,SDF,K,NA,,NA,,,,V,,,,ETA AQL,,STD,,,,
2454371.40625,3.5,,,Vis.,RJG,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454371.40694,3.5,,,Vis.,CAI,M,34,41,SA1986,,0,,V,,,,ETA AQL,,STD,,,,
2454371.542,3.8,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454371.5521,3.7,,,Vis.,BGZ,A M,37,,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454371.6,3.9,,,Vis.,LNZ,,34,44,97,,0,,V,,,,ETA AQL,,STD,,,,
2454372.2958,3.8,,,Vis.,LMT,MT,37,44,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
2454372.30069,3.9,,,Vis.,SSW,T,372,433,TYCHO,,0,,V,,,,ETA AQL,,STD,,,,
2454372.5007,4.0,,,Vis.,CGF,,34,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454372.550,3.9,,,Vis.,WI,,37,44,A,,0,,V,,,,ETA AQL,,STD,,,,
2454372.5965,3.6,,,Vis.,BGZ,A M U,34,37,AAVSO,,0,,V,,,,ETA AQL,,STD,,,,
2454373.2549,3.6,,,Vis.,LMT,T,34,37,ATLAS,,0,,V,,,,ETA AQL,,STD,,,,
